"GEO_ID","NAME","B27001_001E","B27001_001M","B27001_002E","B27001_002M","B27001_003E","B27001_003M","B27001_004E","B27001_004M","B27001_005E","B27001_005M","B27001_006E","B27001_006M","B27001_007E","B27001_007M","B27001_008E","B27001_008M","B27001_009E","B27001_009M","B27001_010E","B27001_010M","B27001_011E","B27001_011M","B27001_012E","B27001_012M","B27001_013E","B27001_013M","B27001_014E","B27001_014M","B27001_015E","B27001_015M","B27001_016E","B27001_016M","B27001_017E","B27001_017M","B27001_018E","B27001_018M","B27001_019E","B27001_019M","B27001_020E","B27001_020M","B27001_021E","B27001_021M","B27001_022E","B27001_022M","B27001_023E","B27001_023M","B27001_024E","B27001_024M","B27001_025E","B27001_025M","B27001_026E","B27001_026M","B27001_027E","B27001_027M","B27001_028E","B27001_028M","B27001_029E","B27001_029M","B27001_030E","B27001_030M","B27001_031E","B27001_031M","B27001_032E","B27001_032M","B27001_033E","B27001_033M","B27001_034E","B27001_034M","B27001_035E","B27001_035M","B27001_036E","B27001_036M","B27001_037E","B27001_037M","B27001_038E","B27001_038M","B27001_039E","B27001_039M","B27001_040E","B27001_040M","B27001_041E","B27001_041M","B27001_042E","B27001_042M","B27001_043E","B27001_043M","B27001_044E","B27001_044M","B27001_045E","B27001_045M","B27001_046E","B27001_046M","B27001_047E","B27001_047M","B27001_048E","B27001_048M","B27001_049E","B27001_049M","B27001_050E","B27001_050M","B27001_051E","B27001_051M","B27001_052E","B27001_052M","B27001_053E","B27001_053M","B27001_054E","B27001_054M","B27001_055E","B27001_055M","B27001_056E","B27001_056M","B27001_057E","B27001_057M",
"0500000US01081","Lee County, Alabama","181503","502","88083","1203","5929","886","5888","895","41","70","15161","1379","14162","1232","999","838","15346","913","12507","1243","2839","1305","10055","1383","8382","1351","1673","740","10799","1153","9508","1173","1291","606","10216","970","8779","782","1437","885","9530","305","8549","627","981","564","6835","454","6835","454","0","210","4212","481","4212","481","0","210","93420","1280","6353","1102","6353","1102","0","210","14338","1423","14035","1456","303","357","15567","1159","14659","1142","908","487","10848","905","9145","751","1703","712","11120","407","9736","867","1384","824","11117","534","10304","812","813","570","10356","393","9589","789","767","636","8419","393","8419","393","0","210","5302","189","5302","189","0","210",
"0500000US01083","Limestone County, Alabama","111481","282","54788","1139","4761","983","4709","987","52","91","8535","1186","7955","1405","580","807","5207","1023","3570","1014","1637","646","6182","785","5842","814","340","382","7536","786","6678","1030","858","661","7164","639","6410","949","754","705","7070","547","6853","594","217","218","5450","626","5406","631","44","73","2883","208","2883","208","0","210","56693","1113","4112","755","4112","755","0","210","9615","985","9288","1137","327","421","3467","643","2643","713","824","551","7385","860","6848","860","537","393","7732","619","7036","823","696","576","7459","639","6984","786","475","403","7579","260","7283","325","296","242","5457","412","5457","412","0","210","3887","438","3887","438","0","210",
"0500000US01089","Madison County, Alabama","408678","1033","200338","1126","13884","839","13718","863","166","182","33014","1457","31682","1650","1332","626","20209","1391","16969","1477","3240","1112","27053","1179","23431","1439","3622","1258","26633","1080","24202","970","2431","935","23224","1004","21255","871","1969","1001","26928","441","25139","868","1789","770","18605","433","18430","495","175","208","10788","335","10788","335","0","210","208340","884","14001","1214","13805","1277","196","235","33179","1563","31990","1707","1189","851","20765","1370","18184","1644","2581","1151","25008","1254","23055","1590","1953","954","26820","798","23439","1407","3381","1287","24720","835","23028","1077","1692","975","28521","537","25839","902","2682","940","20544","627","20544","627","0","210","14782","421","14595","384","187","244",
"0500000US01095","Marshall County, Alabama","99758","129","49764","458","4577","481","3779","494","798","561","9648","619","8331","757","1317","692","4274","825","3283","904","991","524","5480","386","4650","476","830","380","5727","457","4779","442","948","432","6102","422","5348","414","754","474","6245","263","5879","324","366","277","4672","205","4672","205","0","210","3039","232","3039","232","0","210","49994","483","3513","100","3388","173","125","151","9569","436","8826","611","743","528","3498","598","2965","448","533","423","6030","758","5438","730","592","392","5916","566","4980","589","936","463","5540","412","4488","628","1052","629","6447","378","5872","582","575","426","5478","290","5478","290","0","210","4003","254","4003","254","0","210",
"0500000US01097","Mobile County, Alabama","407029","557","194005","706","15283","1317","14969","1437","314","431","36166","1435","35621","1396","545","366","17966","1337","13800","1443","4166","1043","22956","1502","17060","1666","5896","1505","23757","719","19483","1332","4274","1138","21880","679","18639","1162","3241","1053","24589","320","22140","977","2449","970","19877","378","19633","468","244","309","11531","193","11531","193","0","210","213024","671","14082","926","13597","1071","485","608","34458","1138","33904","1176","554","399","18519","1269","16481","1407","2038","723","25528","1062","22176","1525","3352","1063","28470","749","24171","1238","4299","1249","24712","545","22150","1055","2562","901","26928","432","24270","882","2658","781","23875","501","23399","695","476","497","16452","413","16452","413","0","210",
"0500000US01101","Montgomery County, Alabama","217741","944","101430","994","9526","1140","9269","1067","257","446","20015","1581","19260","1705","755","467","10577","1103","8404","1334","2173","787","11574","879","9739","1102","1835","1079","11698","689","9746","1031","1952","896","11423","713","9760","869","1663","745","11251","419","10575","744","676","582","9713","396","9713","396","0","210","5653","203","5653","203","0","210","116311","769","8354","886","8354","886","0","210","17999","952","16670","1164","1329","890","11270","1204","8535","1388","2735","1026","13791","1052","11619","1356","2172","942","14984","592","12924","1022","2060","987","14353","511","12075","915","2278","1006","15182","459","12973","796","2209","700","12207","185","12207","185","0","210","8171","158","8171","158","0","210",
"0500000US01103","Morgan County, Alabama","123236","93","59938","1680","3825","861","3825","861","0","210","10804","1657","10368","1595","436","518","4933","797","3820","760","1113","310","6970","880","5701","966","1269","637","7516","635","6534","817","982","642","7989","674","6146","793","1843","731","8259","619","7630","612","629","351","5911","433","5911","433","0","210","3731","210","3731","210","0","210","63298","1679","3905","1080","3905","1080","0","210","11376","1897","11275","1947","101","195","5543","891","4336","1011","1207","770","6162","865","5714","844","448","355","8049","984","7328","885","721","631","7812","923","6795","851","1017","706","8175","153","7243","505","932","480","6916","358","6916","358","0","210","5360","346","5360","346","0","210",
"0500000US01115","St. Clair County, Alabama","93492","136","45473","1122","3198","703","3198","703","0","210","8015","927","7894","935","121","173","4337","1197","3053","665","1284","979","4738","700","4218","762","520","375","6271","869","5770","828","501","434","5679","503","4788","583","891","479","5801","336","5340","485","461","342","4484","284","4484","284","0","210","2950","308","2950","308","0","210","48019","1119","3343","731","3343","731","0","210","7407","1155","7263","1176","144","191","3001","345","2683","573","318","427","5218","504","5098","491","120","162","7175","782","6487","956","688","524","6289","593","5884","689","405","329","6248","409","5479","583","769","478","5469","303","5469","303","0","210","3869","190","3869","190","0","210",
"0500000US01117","Shelby County, Alabama","230907","136","111891","791","7154","727","7005","732","149","219","21071","939","19937","1332","1134","812","9325","1087","7625","1118","1700","683","11484","1180","10101","1128","1383","671","16603","718","14310","1135","2293","1024","14555","401","13941","492","614","371","13879","382","13032","753","847","587","10711","501","10695","504","16","26","7109","407","7007","362","102","170","119016","743","8429","1250","7592","1352","837","589","18906","1269","17684","1165","1222","695","9721","1137","8833","1172","888","606","12766","1100","11647","1145","1119","542","16364","829","14740","897","1624","770","15781","773","14421","844","1360","883","14899","330","14348","484","551","342","12350","499","12297","517","53","66","9800","465","9677","454","123","205",
"0500000US01121","Talladega County, Alabama","78609","223","37188","674","2501","504","2286","519","215","329","5215","562","4680","704","535","353","2822","767","2230","673","592","674","4990","843","4712","889","278","330","3860","662","2745","597","1115","684","5367","678","4771","748","596","422","5176","202","4623","552","553","569","4616","510","4616","510","0","210","2641","512","2641","512","0","210","41421","671","2671","812","2568","790","103","162","6574","849","6382","868","192","304","2808","649","2550","646","258","304","4693","901","4312","979","381","330","5190","782","4917","762","273","332","5291","64","4754","437","537","429","5806","152","5738","188","68","118","5091","4","4969","127","122","127","3297","67","3297","67","0","210",
"0500000US01125","Tuscaloosa County, Alabama","235341","65","113455","544","8460","1003","7857","882","603","476","19868","2236","19174","2308","694","612","19102","2111","17560","2210","1542","1048","13783","970","12909","1099","874","693","14196","1116","12286","1207","1910","1120","11258","752","10437","989","821","582","11882","422","10865","331","1017","419","9380","133","9380","133","0","210","5526","405","5526","405","0","210","121886","544","8021","1391","7742","1328","279","426","20755","1518","20657","1532","98","131","19531","1724","17745","1776","1786","909","14398","728","13253","1012","1145","669","14630","503","11633","1312","2997","1294","13516","483","13190","565","326","310","12686","247","12151","450","535","396","10855","278","10855","278","0","210","7494","213","7494","213","0","210",
"0500000US02020","Anchorage Municipality, Alaska","273442","5583","136908","4874","12348","1492","12012","1531","336","342","24394","2128","23084","2113","1310","767","10275","3677","7822","3123","2453","1271","19233","1690","16056","1733","3177","806","21516","1841","19013","1586","2503","1034","15504","1585","14182","1397","1322","732","15779","744","14908","847","871","380","12005","540","11899","587","106","160","5854","580","5854","580","0","170","136534","2027","9636","1492","9257","1514","379","363","23798","1591","22947","1674","851","687","10990","1150","10403","1200","587","502","20824","1553","18831","1711","1993","682","20932","1174","18065","1297","2867","1352","15099","1022","13502","1215","1597","735","15990","822","15496","886","494","341","11917","387","11710","359","207","212","7348","513","7348","513","0","170",
"0500000US02090","Fairbanks North Star Borough, Alaska","84724","2732","43436","2613","4023","694","3726","722","297","230","9463","1373","9107","1285","356","443","3781","1287","3143","1235","638","410","5184","1070","3892","975","1292","711","5983","890","5269","1008","714","553","4685","621","4445","714","240","294","4664","443","4187","567","477","425","3628","144","3628","144","0","170","2025","342","2025","342","0","170","41288","1594","3433","761","3208","787","225","292","6350","1278","5157","1132","1193","1090","3341","764","2078","692","1263","694","6309","715","5241","692","1068","606","6801","905","6606","958","195","284","4495","737","3882","852","613","547","4547","620","3759","744","788","451","3817","390","3792","391","25","43","2195","397","2195","397","0","170",
"0500000US02170","Matanuska-Susitna Borough, Alaska","112218","417","57913","575","4917","499","4747","538","170","162","11162","687","10385","821","777","371","4830","598","3997","597","833","400","7446","665","6325","840","1121","520","7896","569","6498","627","1398","383","7166","366","6347","531","819","372","6813","302","5955","525","858","433","5473","190","5421","202","52","63","2210","149","2210","149","0","170","54305","426","3521","373","3479","371","42","68","11146","510","10556","534","590","322","4016","523","3004","575","1012","582","6295","511","5246","464","1049","438","8291","399","7505","531","786","347","6189","307","5787","301","402","186","6638","241","5921","407","717","363","5681","225","5644","227","37","61","2528","143","2528","143","0","170",
"0500000US04001","Apache County, Arizona","64403","144","31431","699","2125","499","2085","506","40","64","6378","979","5974","1002","404","263","2702","453","1584","321","1118","482","4558","934","2931","1018","1627","504","3722","633","3288","660","434","190","3044","293","2587","360","457","216","3383","358","2607","430","776","225","3626","688","3551","690","75","80","1893","543","1868","548","25","44","32972","706","2036","441","1976","439","60","71","6768","516","6176","585","592","348","2213","261","1713","391","500","350","3217","288","2797","409","420","273","4073","647","3114","413","959","554","4421","736","3739","883","682","308","3908","653","3224","693","684","205","3908","596","3764","598","144","119","2428","586","2428","586","0","232",
"0500000US04003","Cochise County, Arizona","117622","997","57071","1173","3797","666","3499","729","298","321","10124","1239","8572","1174","1552","668","3901","843","3259","870","642","543","5280","742","3817","860","1463","601","5091","681","4271","730","820","548","6345","317","5589","519","756","445","7249","359","5953","611","1296","543","8597","657","8597","657","0","232","6687","594","6687","594","0","232","60551","830","3440","475","3098","503","342","313","9293","880","8347","1018","946","655","4002","855","3168","783","834","565","5910","448","5231","600","679","486","7037","414","6335","607","702","482","6047","294","5624","446","423","310","8404","365","7640","484","764","335","9486","515","9486","515","0","232","6932","216","6932","216","0","232",
"0500000US04005","Coconino County, Arizona","143970","157","71210","595","3867","495","3633","573","234","292","11957","1033","11163","952","794","563","13074","1320","11202","1640","1872","903","8036","939","6628","974","1408","703","8781","829","8216","773","565","383","7439","699","6485","874","954","455","7454","452","6872","518","582","271","7196","391","7189","391","7","11","3406","142","3406","142","0","232","72760","564","4331","576","4143","525","188","225","12370","1195","10915","1365","1455","1042","12687","1244","11355","1347","1332","628","9610","884","8458","1118","1152","689","7513","383","6556","559","957","500","7228","513","6495","575","733","332","7555","438","7080","581","475","265","7337","469","7337","469","0","232","4129","425","4111","423","18","31",
"0500000US04013","Maricopa County, Arizona","4545035","2814","2255107","2008","156092","3051","144932","3838","11160","2141","393051","3956","359543","5481","33508","4541","217659","4697","177814","5440","39845","4276","302449","4089","250716","6754","51733","5203","306430","1422","260165","4529","46265","4043","276366","1037","240009","3625","36357","3523","260028","928","239672","2665","20356","2637","198646","522","195798","1274","2848","1126","144386","510","144034","571","352","344","2289928","3130","149021","3013","139182","3478","9839","2305","377304","3880","348501","5191","28803","3698","207991","3934","174549","5216","33442","4120","296317","3126","260903","3956","35414","3568","300552","1452","264397","4239","36155","3963","280647","993","247707","3421","32940","3106","270568","643","248041","2870","22527","2877","228328","715","225435","1274","2893","1022","179200","748","178410","886","790","485",
"0500000US04015","Mohave County, Arizona","219242","742","109292","1538","5336","1258","5133","1267","203","200","14563","890","13070","1332","1493","982","6568","1141","4423","1261","2145","916","9542","1112","6700","1130","2842","1150","9626","1071","8242","1112","1384","764","10505","1001","8201","1007","2304","1261","17051","767","15119","986","1932","710","20392","520","20094","565","298","281","15709","236","15709","236","0","232","109950","1297","4964","1044","4663","1057","301","284","12650","687","11524","1035","1126","741","6379","777","5388","933","991","479","9388","852","8423","993","965","700","10284","736","8834","1111","1450","934","11113","657","9884","577","1229","660","17897","445","15958","997","1939","879","21242","553","21206","551","36","61","16033","354","16033","354","0","232",
